cnpj_basico;razao_social;endereco_completo;cep;ddd;tel;email;desc_porte;nomenclatura_natureza
30250455;THITO PRODUCOES ARTISTICAS LTDA;RUA ABILIO NASCIMENTO, 186 - VILA VERINHA;19031000;18;99601582;THITOPRODUCOESARTISTICAS@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
30283182;EPE CONSULTORIA EM NEGOCIOS LTDA;AVENIDA MANOEL GOULART, 505 - VILA NOVA;19010270;11;34935448;;ME - Micro Empresa;Sociedade Empresária Limitada
30294364;AGRO FRANCISQUINI LTDA.;RUA CICERO DOMINGOS DIAS, 113 - JARDIM EVEREST;19065280;18;97954347;;ME - Micro Empresa;Sociedade Empresária Limitada
29994762;MPGP ADMINISTRACAO DE BENS LTDA;RUA JOSE ALBERTONI, 262 - JARDIM TROPICAL;19063300;18;39094912;MENDONCA_CESAR@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
30417498;SIRF GARCIA ADMINISTRADORA DE BENS LTDA;RUA FAUSTINO BARBOSA, 66 - VILA ORIENTAL;19015340;18;32322323;;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
30694667;AUTO MECANICA J R LTDA;AVENIDA PAULO MARCONDES, 1268 - JARDIM ELDORADO;19025000;18;97723097;MC@MURANET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
26052692;ECONOMIX COMERCIO DE ALIMENTOS LTDA;RUA BAHIA, 1114 - VILA FURQUIM;19030030;18;33333333;ECONOMIXSUPER@OUTLOOK.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
30797409;PARK IMOVEIS LTDA;AVENIDA MANOEL GOULART, 1119 - CENTRO;19015240;18;97918000;VERTENCE@VERTENCE.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
30939163;D & F VIAN SERVICOS DE DOCUMENTOS ADMINISTRATIVOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;34935448;;ME - Micro Empresa;Sociedade Empresária Limitada
30954246;SUA - UNIFORMES E ARTIGOS ESPORTIVOS LTDA;RUA PADRE JOAO GOETZ, 700 - VILA GUAIRA;19061410;18;32228247;FERNANDO.BECEGATO@UOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
30977701;MAX PRUDENTE EQUIPAMENTOS E REFRIGERACAO LTDA;AVENIDA BRASIL, 1011 - VILA NOVA;19010032;18;39078444;GUIMARAES@GUIMARAESCONTABILIDADE.NET;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
31153242;N Z  TRANSPORTES LTDA;RUA MANOEL FAUSTINO, 168 - JARDIM PAULISTANO;19013750;18;96279948;FAZCLEMENTE@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
31232450;CVSEG ELETRONICA LTDA;ALAMEDA ZEFERINO OCOLATTE, 339 - JARDIM JEQUITIBA;19067200;18;88185266;ROSECELULARES@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
31283326;CLINICA MEDICA GUIMARAES LTDA;RUA DOZE DE OUTUBRO, 1436 - VILA DO ESTADIO;19015090;18;39172075;LEGALIZACAO@DELLICAMPOS.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
31434519;RMT CURY SOLUCOES EM DOCUMENTACAO EMPRESARIAL LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;34935448;;ME - Micro Empresa;Sociedade Empresária Limitada
31435689;BURGUER ONE RESTAURANTE LTDA;AVENIDA WASHINGTON LUIZ, 414 - CENTRO;19010090;18;32212124;ORGAPLAN@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
31487956;ROLILO ADMINISTRACAO E PARTICIPACOES LTDA;RUA QUINZE DE NOVEMBRO, 1478 - VILA DUBUS;19015060;18;33111657;ORCA@DXNET.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
31639465;MARTORELI SEO DIGITAL E COMERCIO LTDA;RUA FAGUNDES VARELLA, 25 - VILA LESSA;19020620;18;32171716;MARTORELI@MARTORELI.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
01665493;J P V MADEIRAS LTDA;AVENIDA DA SAUDADE, 910 - CIDADE UNIVERSITARIA;19050310;11;47886161;CONTATO@JPVMADEIRAS.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
31697288;CMF PASTRO SERVICOS ADMINISTRATIVOS LTDA;AVENIDA MARECHAL DEODORO, 291 - VILA SAO JORGE;19013060;11;40032634;;ME - Micro Empresa;Sociedade Empresária Limitada
31730951;ECEM ENGENHARIA LTDA.;AVENIDA CORONEL JOSE SOARES MARCONDES, 3364 - JARDIM BONGIOVANI;19050230;18;21041198;ESCLIDER@ESCLIDER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
31913222;NEVES FUNILARIA E PINTURA LTDA;AVENIDA JOAQUIM CONSTANTINO, 1758 - VILA FORMOSA;19050220;18;81114134;CONTATO@FUNILARIANEVES.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
32097417;BENITO-NEMITZ DESENVOLVIMENTO DE SOFTWARE LTDA;RUA ANTONIO EVANGELISTA FONSECA, 547 - RESIDENCIAL MARE MANSA;19028055;18;32215458;ADRIANOCAMPOS@STETNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
32196377;CYNTHIA ROSSANE RUSSI MENDES LTDA;RUA DOUTOR GURGEL, 1590 - CENTRO;19015140;18;97482024;LEGALIZACAO@TATICOCONTABILIDADE.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
32314463;RODRIGUES CARVALHO PARTICIPACOES EM SOCIEDADE LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;34935448;;ME - Micro Empresa;Sociedade Empresária Limitada
32397963;INVEST PRUDENTE INCORPORACOES SPE LTDA;RUA DIRCE GOMES, 7 - JARDIM DOS PIONEIROS;19050410;18;33111666;ORCA@DXNET.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
32522556;L4K COMUNICACAO, MARKETING E REPRESENTACAO COMERCIAL  LTDA;AVENIDA PAULO MARCONDES, 781 - JARDIM ELDORADO;19025000;18;39174050;CONTATO@FERNANDESCONTABIL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
32567642;DORING COMERCIO DE VARIEDADES LTDA;RUA ANTONIO DE SOUZA COSTA, 680 - JARDIM RIO 400;19053240;18;81920649;ALS10PRESIDENTEPRUDENTE@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
32583029;HOKKEN SERVICOS ADMINISTRATIVOS LTDA;AVENIDA ANDELSON RIBEIRO, 356 - RESIDENCIAL TERRA NOVA;19068125;18;39085857;CONTABIL@BARALDOCONTABILIDADE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
32638018;INSTITUTO BRAMBILA DE CIRURGIA DIGESTIVA LTDA;RUA ALVARES MACHADO, 1.032 - VILA EUCLIDES;19015450;18;39172075;RICARDODCOLLI@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
32720875;J J FERREIRA CONSTRUCAO E EVENTOS LTDA;RUA DOUTOR JOSE FOZ, 215 - BOSQUE;19010040;18;88215497;ANNAPFL@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
32772183;URBAN CAFE CAFETERIA LTDA;RUA RIO CLARO, 10 - VILA TABAJARA;19014230;18;32239473;FISCAL.EFICAZCONTABILIDADE@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
23128344;KYODAI MIX LTDA;AVENIDA MANOEL GOULART, 2400 - VILA SANTA HELENA;19060000;41;30571995;VISAO@VISAOCONTABILIDADE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
32960832;PERETTI & PERETTI SERVICOS MEDICOS LTDA;RUA SALVADOR GERONIMO MOMBERG, 231 - PARQUE RESIDENCIAL DAMHA;19053712;18;21041198;ESCLIDER@ESCLIDER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
33120315;TITANIO METAIS LTDA;RUA JOSE PINHEIRO, 206 - JARDIM SANTA CLARA;19025587;18;81718825;ESCRITORIOJCS@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
33365231;ATEMPORAL BRAND LTDA;AVENIDA ANDELSON RIBEIRO, 356 - RESIDENCIAL TERRA NOVA;19068125;18;81119373;ATENDIMENTO@ATEMPORALBRAND.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
33513500;MANNUFATURA SERVICOS DE APOIO ADMINISTRATIVO LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 3700 - JARDIM BONGIOVANI;19050230;11;38726434;ROGERIO@RAROCONTABIL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
33545338;LANZA SERVICOS MEDICOS LTDA;ALAMEDA LUIZ CARLOS KRASUCKI, 95 - PARQUE RESIDENCIAL DAMHA III;19053821;18;32692333;DECISAO@ICENET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
33566744;GRANDES NEGOCIOS CONSULTORIA LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 170 - VILA MARISTELA;19020120;18;32228246;FERNANDO.BECEGATO@UOL.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
33640083;CARDOSO SERVICOS ADMINISTRATIVOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;37569867;;ME - Micro Empresa;Sociedade Empresária Limitada
33643715;PP COSTA COMERCIO DE ENERGIA SOLAR LTDA;AVENIDA ANA JACINTA, 3.144 - RESIDENCIAL GREEN VILLE;19068200;18;32174805;ENERGIASOLARPP@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
33667350;SOLFERINI SERVICOS ADMINISTRATIVOS LTDA;RUA RUI BARBOSA, 351 - CENTRO;19010260;11;41087470;;ME - Micro Empresa;Sociedade Empresária Limitada
33765717;DECK LOUNGE BAR E GASTRONOMIA  LTDA;RUA CRISTO REDENTOR, 625 - JARDIM CAICARA;19050640;18;39088085;GASTROBARDECK@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
33911851;IR & JB INTERMEDIACAO DE SERVICOS E NEGOCIOS LTDA;RUA CAPITAO WALTER RIBEIRO, 173 - VILA JESUS;19010120;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
34285506;JL LEONARDO DE MOURA LTDA;RUA MARIA GUEVARA BRANCO, 76 - BRASIL NOVO;19034530;18;32219878;FOCUSCON@TERRA.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
29770162;ZAQUI TRANSPORTES LOCADORA DE VEICULOS LTDA;RUA GIUSEPPE DAL PORTO, 239 - RESIDENCIAL GREEN VILLE;19068220;18;97788958;THIAGO.ZAQUI@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
34538562;BRITO & ASSMAR SERVICOS DE ESCRITORIO ADMINISTRATIVO LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
03833640;P3M EMPREENDIMENTOS E GESTAO ADMINISTRATIVA LTDA;RUA JACOB BLUMER, 582 - RESIDENCIAL;19015160;44;98900099;JDRCONTABILIDADE@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
34595988;POLIDORIO REPRESENTACOES COMERCIAIS LTDA;RUA SETE DE SETEMBRO, 1900 - VILA DO ESTADIO;19015080;18;97033138;KLEBERPOLIDORIO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
34647766;MESSIAS PEREIRA DE ARAUJO LTDA;RUA LADISLAU LUSTRI DA CRUZ, 160 - JARDIM SAO SEBASTIAO;19025853;18;32234622;MESSIAS.QUITERIA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
34659781;OMONTE INTERMEDIACAO DE SERVICOS E NEGOCIOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
34730951;CMED - CARTAO DE BENEFICIOS LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 2011 - VILA EUCLIDES;19013050;18;32233812;VALTER.CAMPOS@TERRA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
34737572;BRUNO NACHEF & ISABELLA NACHEF CONSULTORIA EMPRESARIAL LTDA;AVENIDA WASHINGTON LUIZ, 422 - CENTRO;19010090;18;47016518;NACHEFCONSULT@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
34848171;AGRO - CONSULTORIA E ASSESSORIA TRIBUTARIA LTDA;RUA KATUI WATANABE, 420 - JARDIM ALTO DA BOA VISTA;19053420;18;39045285;CONTABIL@PRUDENTEC.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
34930157;VGS TELECOM GLOBAL LTDA;11A RUA RUA ANTONIO RODRIGUES,, 958 - VILA INDUSTRIAL;19013900;18;96852657;VGSVANDERR@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
35029463;ALICERCE NEGOCIOS IMOBILIARIOS LTDA;RUA JOSE BEBIANO, 302 - JARDIM SAO SEBASTIAO;19025835;18;96852640;ALICERCE.PP@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
35177091;SATELITE COWORKING LTDA;RUA CASEMIRO DIAS, 1247 - VILA OCIDENTAL;19015250;18;32228246;FERNANDO.BECEGATO@UOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
35401607;ODY CLEAN LIMPEZA E IMPERMEABILIZACAO DE ESTOFADOS LTDA;RUA ALEXANDRE BUCHALA, 185 - JARDIM JEQUITIBA;19067620;18;39071413;GISELE.SALINO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
35474046;MCJR SERVICOS DE ESCRITORIO LTDA;RUA JOSE FRANCISCO CANDIDO, 67 - PARQUE RESIDENCIAL SAO LUCAS;19025300;11;30218480;JFRANCISCODAN@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
35521482;SANCHES & TRAVAGLINI SERVICOS DE ESCRITORIO ADMINISTRATIVO LTDA;AVENIDA DA SAUDADE, 910 - CIDADE UNIVERSITARIA;19050310;18;97346600;JOAONETTO47@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
35555731;JJA SERVICOS DE ESCRITORIO LTDA;RUA JOSE FRANCISCO CANDIDO, 67 - PARQUE RESIDENCIAL SAO LUCAS;19025300;71;99874998;ALDOMARCIO2@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
35578545;PP ALINHAMENTO E BALANCEAMENTO LTDA;AVENIDA BRASIL, 851 - CENTRO;19010031;18;32224615;FINANCEIRO.PRESIDENTEPRUDENTE@IMPACTOPRIME.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
35678071;AAB BSD TECNOLOGIA E NEGOCIOS LTDA;AVENIDA COMENDADOR ALBERTO BONFIGLIOLI, 2700 - JARDIM ITAIPU;19063390;18;97346600;JOAONETTO47@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
35700618;QDM NUNES SERVICOS DE ESCRITORIO LTDA;RUA JOSE FRANCISCO CANDIDO, 67 - PARQUE RESIDENCIAL SAO LUCAS;19025300;99;81380328;QUELREMTINOCO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
35736694;BLUMAR TRANSPORTES LTDA;RUA DOMINGOS MATHEUS, 113 - PARQUE CEDRAL;19067160;16;39831272;FORTEC@CONVEX.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
35768796;DMB CONSTRUCOES E INSTALACOES ELETRICAS LTDA;RUA CLAUDIONOR SANDOVAL, 1105 - VILA ROSA;19023200;18;91289773;DUARTE.NETO@ICLOUD.COM;ME - Micro Empresa;Sociedade Empresária Limitada
35805940;FRANCHI E FRANCHI SERVICOS DE ESCRITORIO LTDA;RUA LUIZ MOTERANI, 418 - JARDIM REGINA;19024210;11;84356365;FFLYRIO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
36116258;ANDREIA MOTA PREPARACAO DE DOCUMENTOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
36017964;DONIZ & MORAES PREPARACAO DE DOCUMENTOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
36075013;GITECH INFORMATICA LTDA;RUA MAJOR FELICIO TARABAY, 419 - CENTRO;19010051;18;32228288;CONTATO@GITECHINFORMATICA.COM;ME - Micro Empresa;Sociedade Empresária Limitada
36144088;VACITE E DAMIANO TERAPIAS HOLISTICAS LTDA;AVENIDA DA SAUDADE, 910 - VILA MATHILDA VIEIRA;19050310;11;32130429;ATENDIMENTO@AMERICAASSESSORIA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
33754822;LASER PRINT COMUNICACAO VISUAL LTDA;RUA DOUTOR JOSE FOZ, 2967 - VILA FORMOSA;19050000;18;32219295;PGARTEFINAL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
36635527;KWIEK TELEMARKETING LTDA;AVENIDA DA SAUDADE, 910 - CIDADE UNIVERSITARIA;19050310;11;87473098;JOHNNYCIG@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
36737953;LUIZARI PARTICIPACOES E EMPREENDIMENTOS LTDA;RUA MAJOR FELICIO TARABAY, 77 - BOSQUE;19010050;18;32033745;JARCONTABILIDADE@UOL.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
33167327;PJ CARVALHO TOSELLO SERVICOS MEDICOS S/S;AVENIDA JOSE CARMELO ZAUPA, 184 - VILA MARISTELA;19020310;18;81356096;PTOSELLO@GMAIL.COM;ME - Micro Empresa;Sociedade Simples Pura
36966544;E. I. SACOLAO COSTA LTDA;AVENIDA DA SAUDADE, 208 - VILA EUCLIDES;19014010;18;97640105;ESCRITORIO.AMERICA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
37012351;JC COMERCIO E SERVICOS PARA VEICULOS LTDA;AVENIDA JOAQUIM CONSTANTINO, 7000 - PARQUE CEDRAL;19067550;18;91332446;JHONATANCOLASSO@ICLOUD.COM;ME - Micro Empresa;Sociedade Empresária Limitada
37013970;SEABRA & MIRANDA LTDA;RUA HERMINIO MINATTI, 400 - JARDIM ITAIPU;19063230;18;96508200;MERCADOMANIAPP@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
37094843;PECUARIA TALISMA LTDA;RUA JOAO RODRIGUES DE SOUZA, 305 - DISTRITO DE FLORESTA DO SUL;19120000;18;97722549;MATHEUSZOOTECNIA97@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
29916395;APRIMORATO CONTABILIDADE LTDA;RUA QUINZE DE NOVEMBRO, 1608 - VILA DUBUS;19015060;44;32278023;CONTABILIDADE@APRIMORATO.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
37365553;PINHEIRO & LIMA MERCADO LTDA;AVENIDA ANA JACINTA, 2264 - JARDIM EVEREST;19066030;18;39065151;JACKSON_COSTA@YAHOO.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
37366678;LPYGP COMPUTACAO GRAFICA LTDA;AVENIDA DA SAUDADE, 910 - CIDADE UNIVERSITARIA;19050310;11;83703207;LPYGPCOMPUTACAO@BOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
37498978;BOA MERCADO EXPRESS LTDA;AVENIDA ANA JACINTA, 1051 - JARDIM BELA VISTA;19027080;18;97439649;BOAEXPRESSPP@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
37568824;MEGA CONVENIENCIA LTDA;RUA LINEO ARANTES DE MELLO, 260 - JARDIM NOVO PRUDENTINO;19064748;18;96071772;MEGACONVENIENCIA01@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
37626123;TRC GESTAO DE NEGOCIOS LIMITADA;RUA JACINTO ANGELI, 60 - JARDIM ELDORADO;19026150;18;32232422;CONTATO@CONDUTACONTABILIDADE.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
37670152;PARANA VEICULOS PRUDENTE LTDA;AVENIDA COMENDADOR ALBERTO BONFIGLIOLI, 2165 - JARDIM ITAIPU;19063390;18;97731228;CONTATO@SERRALHERIAPARANA.NET;ME - Micro Empresa;Sociedade Empresária Limitada
34988114;MED VITA SERVICOS MEDICOS LTDA;RUA DJALMA DUTRA, 280 - VILA OCIDENTAL;19015040;44;97611362;MEDVITASERVICOSMEDICOS@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
11082876;GRUPO MASTELLINI LTDA;RUA QUINZE DE NOVEMBRO, 1370 - VILA OCIDENTAL;19015060;18;38514019;FINANCEIROMASTELLINI@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
37782469;BFNF APOIO ADMINISTRATIVO LTDA;RUA ICARAI, 1236 - VILA LIDER;19041230;71;91214520;GEORGE_NASCIMENTO2009@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
37844026;TAWFIR APOIO ADMINISTRATIVO LTDA;RUA RUI BARBOSA, 800 - CENTRO;19015000;11;30033003;NAOTEM@NAOTEM.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
37852948;TSH TAKARA SERVICOS MEDICOS LTDA;RUA FAGUNDES VARELLA, 733 - VILA LESSA;19020620;18;96072629;SAUYRI_HARADA@YAHOO.COM;ME - Micro Empresa;Sociedade Empresária Limitada
37861941;J CASTILHO INTERMEDIACAO DE SERVICOS E NEGOCIOS LTDA;RUA JOSE FRANCISCO CANDIDO, 67 - PARQUE RESIDENCIAL SAO LUCAS;19025300;11;91870888;DRAJUCASTILHO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
37884372;BUENO GODOY SERVICOS MEDICOS LTDA;RUA JOAO GOETZ, 1.111 - VILA GUAIRA;19061460;18;39172075;BUENOHADE@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
37970694;JKAT SERVICOS ADMINISTRATIVOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
38006404;MILENE PRADO DESIGN DE MODA LTDA;RUA DJALMA DUTRA, 43 - VILA OCIDENTAL;19015040;11;95005873;MILENE.RODRIGUEZ@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
38076685;LEBAZI INDUSTRIA E COMERCIO DE CINTOS E ARTIGOS DO VESTUARIO LTDA;RUA ERNESTA VERGANI FELICI, 78 - JARDIM ITACARE;19035462;18;96017584;CINTOSLEBAZI@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
03423668;PEGASUS PRESIDENTE BERNARDES COMERCIO DE INFORMATICA LTDA;RUA JOSE DIAS CINTRA, 18 - VILA OCIDENTAL;19015050;18;32621496;CRUZEIRODOSULPB@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
38146200;ROCHA CORRETAGEM E INTERMEDIACOES IMOBILIARIA LTDA;RUA ANTONIO CARA SANCHES, 263 - RESIDENCIAL FLORENZA;19062010;18;97991299;ROCHAIMOBI@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
38246530;JESSICA AL APOIO ADMINISTRATIVO LTDA;RUA ICARAI, 366 - VILA LIDER;19041230;11;78040090;TRATOFEITOCOMERCIO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
38347419;R. BERTATO - SERVICOS DE APOIO ADMINISTRATIVOS LTDA;AVENIDA DA SAUDADE, 1215 - CIDADE UNIVERSITARIA;19050310;18;32234031;CONTATO@ALIANCACONTABIL.NET;ME - Micro Empresa;Sociedade Empresária Limitada
38422354;NEVES & FERRO COMERCIO DE FERRAMENTAS LTDA;AVENIDA BRASIL, 1880 - VILA SAO JORGE;19013000;18;32223331;CASADASFERRAMENTASFINANCEIRO@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
26074353;BERNARDES & TAROCCO LTDA;RUA LUIZ ANDRE, 731 - JARDIM MONTE ALTO;19067370;18;96557671;REGIONALPLAST@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
38612742;TIO VEIO CONSTRUCENTER LTDA;RUA CORONEL ALBINO, 233 - VILA MARISTELA;19020360;18;39030731;ESCRITORIOGIMENEZ@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
32921714;TRAMONTI PIZZARIA LTDA;RUA CORONEL MANDU, 27 - VILA TABAJARA;19014140;18;39165185;APPROACH@APPROACHCONTABIL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
38822222;KG FORCE TREINAMENTOS E CONSULTORIAS LTDA;RUA MARIA CORAZZA REBELLATO, 73 - JARDIM NOVO BONGIOVANI;19026662;18;81260277;;ME - Micro Empresa;Sociedade Empresária Limitada
39148745;LOPES & MAGALHAES CONSULTORIA EM GESTAO DE NEGOCIOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
39238817;COMERCIAL PIONEIRO LTDA;RUA DONATO ARMELIN, 1386 - VILA LIBERDADE;19050260;43;99775020;CONTATO@COMERCIALPIONEIRO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
39307271;THEODORO VEICULOS LTDA;AVENIDA EME ALBEM PIOCH, 1440 - JARDIM VALE DO SOL;19063710;18;39288030;ARMANDODIMENSAO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
39341241;AML INTERMEDIACAO DE SERVICOS E NEGOCIOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
39432219;OPTIMASE CONSULTORIA EM GESTAO DE NEGOCIOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
30740191;VIEIRA & JARDIM PRESTACAO DE SERVICOS DE APOIO LTDA;AVENIDA MANOEL GOULART, 505 - VILA NOVA;19010270;11;34935448;;ME - Micro Empresa;Sociedade Empresária Limitada
39553447;APROVEX FINANCEIRA, CREDITO, CONSORCIOS LTDA;RUA ALBERTO MAROCHIO, 550 - JARDIM GUANABARA;19033300;18;81338801;EUSOUISIDORO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
29284200;REAL COMERCIO DE FECHADURAS E FERRAMENTAS LTDA.;AVENIDA CORONEL JOSE SOARES MARCONDES, 2777 - VILA EUCLIDES;19013050;18;32216071;LUCIANA@CONDUTA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
30435064;CANTAGALLO PRODUTOS ALIMENTICIOS LTDA;RUA VICENTE FURLANETTO, 651 - JARDIM RIO 400;19053250;18;32031686;FISCAL@EMPORIOCANTAGALLO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
39697334;OTANER CONSULTORIA EM GESTAO DE NEGOCIOS LTDA;RUA MARIA GUEVARA BRANCO, 467 - BRASIL NOVO;19034530;11;55551717;;ME - Micro Empresa;Sociedade Empresária Limitada
